Año Expediente,Nº Expediente,Fecha apertura,Barrio,origen,Solicita resp.,tema ,subtema,Urgencia
2014,2173,4/27/2014,ITURRAMA,WEB,SI,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",
2014,2178,4/28/2014,ENSANCHE,WEB,,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",
2014,2199,4/28/2014,MILAGROSA,10,NO,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",NO
2014,2218,4/28/2014,BUZTINTXURI,WEB,SI,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",
2014,2233,4/29/2014,ENSANCHE,10,SI,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",NO
2014,2235,4/29/2014,SAN JORGE,10,NO,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",NO
2014,2237,4/29/2014,ROCHAPEA,10,NO,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",NO
2014,2242,4/29/2014,ROCHAPEA,WEB,SI,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",
2014,2256,4/30/2014,ABEJERAS-AZPILAGAÑA,10,NO,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",NO
2014,2276,4/30/2014,,WEB,SI,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",
2014,2299,5/5/2014,ERMITAGAÑA-MENDEBALDEA,10,NO,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",NO
2014,2312,5/5/2014,MILAGROSA,10,NO,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",NO
2014,2327,5/6/2014,SAN JORGE,10,SI,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",NO
2014,2337,5/6/2014,ENSANCHE,WEB,SI,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",
2014,2339,5/6/2014,CASCO ANTIGUO,WEB,,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",
2014,2399,5/8/2014,ECHAVACOIZ,10,SI,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",NO
2014,2404,5/9/2014,ROCHAPEA,WEB,SI,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",
2014,2406,5/9/2014,ROCHAPEA,10,SI,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",NO
2014,2409,5/9/2014,ROCHAPEA,10,NO,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",NO
2014,2416,5/9/2014,MILAGROSA,10,NO,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",SI
2014,2428,5/10/2014,ENSANCHE,10,NO,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",NO
2014,2429,5/10/2014,BUZTINTXURI,10,NO,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",NO
2014,2438,5/12/2014,ROCHAPEA,10,NO,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",NO
2014,2494,5/13/2014,CASCO ANTIGUO,10,NO,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",NO
2014,2496,5/13/2014,CASCO ANTIGUO,WEB,SI,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",
2014,2499,5/14/2014,CASCO ANTIGUO,10,NO,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",NO
2014,2542,5/15/2014,BUZTINTXURI,10,NO,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",NO
2014,2576,5/17/2014,CASCO ANTIGUO,10,NO,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",SI
2014,2577,5/17/2014,ECHAVACOIZ,10,NO,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",NO
2014,2580,5/19/2014,ENSANCHE,WEB,SI,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",
2014,2626,5/21/2014,ENSANCHE,WEB,SI,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",
2014,2634,5/21/2014,ERMITAGAÑA-MENDEBALDEA,WEB,,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",
2014,2645,5/21/2014,CASCO ANTIGUO,10,NO,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",NO
2014,2669,5/22/2014,MENDILLORRI,10,SI,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",NO
2014,2675,5/22/2014,ENSANCHE,10,SI,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",NO
2014,2741,5/26/2014,ITURRAMA,WEB,,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",
2014,2773,5/28/2014,SAN JORGE,10,SI,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",NO
2014,2821,5/30/2014,CASCO ANTIGUO,10,SI,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",SI
2014,2823,5/30/2014,BUZTINTXURI,10,NO,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",NO
2014,2826,5/30/2014,MILAGROSA,10,NO,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",SI
2014,2835,6/1/2014,ENSANCHE,WEB,SI,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",
2014,2848,6/2/2014,CHANTREA,10,NO,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",NO
2014,2851,6/2/2014,ERMITAGAÑA-MENDEBALDEA,10,NO,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",NO
2014,2855,6/2/2014,CASCO ANTIGUO,WEB,,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",
2014,2894,6/3/2014,CHANTREA,10,NO,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",NO
2014,2934,6/4/2014,ROCHAPEA,WEB,SI,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",
2014,2963,6/5/2014,MENDILLORRI,10,SI,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",NO
2014,2969,6/5/2014,SAN JUAN,10,NO,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",NO
2014,2984,6/6/2014,ENSANCHE,10,NO,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",NO
2014,3029,6/9/2014,ENSANCHE,10,NO,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",NO
2014,3036,6/9/2014,CHANTREA,10,NO,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",NO
2014,3037,6/9/2014,BUZTINTXURI,10,NO,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",NO
2014,3060,6/9/2014,MILAGROSA,WEB,,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",
2014,3182,6/12/2014,ENSANCHE,10,NO,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",NO
2014,3195,6/13/2014,ROCHAPEA,10,NO,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",NO
2014,3198,6/13/2014,ROCHAPEA,10,SI,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",NO
2014,3210,6/13/2014,SAN JORGE,10,NO,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",NO
2014,3211,6/13/2014,MILAGROSA,10,NO,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",SI
2014,3236,6/16/2014,ENSANCHE,WEB,SI,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",
2014,3244,6/16/2014,CASCO ANTIGUO,10,NO,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",NO
2014,3281,6/17/2014,ROCHAPEA,10,NO,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",NO
2014,3283,6/17/2014,ENSANCHE,10,SI,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",SI
2014,3315,6/18/2014,ABEJERAS-AZPILAGAÑA,10,NO,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",NO
2014,3350,6/19/2014,ROCHAPEA,10,NO,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",NO
2014,3366,6/19/2014,ITURRAMA,10,NO,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",NO
2014,3417,6/21/2014,ROCHAPEA,10,NO,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",NO
2014,3432,6/23/2014,ROCHAPEA,10,NO,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",NO
2014,3476,6/24/2014,ECHAVACOIZ,10,NO,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",NO
2014,3500,6/25/2014,CHANTREA,10,NO,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",NO
2014,3502,6/25/2014,ITURRAMA,10,NO,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",NO
2014,3522,6/25/2014,SAN JORGE,WEB,SI,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",
2014,3528,6/25/2014,MENDILLORRI,WEB,SI,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",
2014,3532,6/26/2014,ITURRAMA,10,SI,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",NO
2014,3536,6/26/2014,ITURRAMA,10,SI,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",NO
2014,3543,6/26/2014,BUZTINTXURI,10,NO,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",NO
2014,3557,6/26/2014,ITURRAMA,10,NO,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",NO
2014,3565,6/26/2014,MENDILLORRI,10,NO,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",NO
2014,3568,6/26/2014,ITURRAMA,10,NO,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",NO
2014,3600,6/27/2014,ITURRAMA,WEB,SI,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",
2014,3611,6/27/2014,ENSANCHE,WEB,SI,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",
2014,3616,6/27/2014,ITURRAMA,10,NO,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",NO
2014,3619,6/27/2014,ITURRAMA,10,SI,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",NO
2014,3622,6/28/2014,ITURRAMA,10,NO,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",NO
2014,3623,6/28/2014,CASCO ANTIGUO,10,NO,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",NO
2014,3625,6/28/2014,ITURRAMA,10,SI,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",NO
2014,3638,6/30/2014,ITURRAMA,10,SI,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",NO
2014,3642,6/30/2014,ITURRAMA,10,SI,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",NO
2014,3648,6/30/2014,ITURRAMA,10,SI,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",NO
2014,3654,6/30/2014,ITURRAMA,10,SI,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",NO
2014,3657,6/30/2014,ITURRAMA,10,NO,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",NO
2014,3671,7/1/2014,ITURRAMA,10,NO,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",NO
2014,3675,7/1/2014,ITURRAMA,10,NO,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",NO
2014,3686,7/1/2014,ITURRAMA,WEB,,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",
2014,3689,7/1/2014,ITURRAMA,10,NO,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",NO
2014,3694,7/1/2014,ITURRAMA,10,SI,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",NO
2014,3722,7/2/2014,SAN JUAN,10,NO,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",NO
2014,3723,7/2/2014,ENSANCHE,10,NO,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",SI
2014,3729,7/2/2014,BUZTINTXURI,10,NO,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",NO
2014,3738,7/3/2014,ENSANCHE,10,NO,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",SI
2014,3771,7/4/2014,CASCO ANTIGUO,10,NO,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",NO
2014,3799,7/6/2014,-----Toda la ciudad-----,WEB,SI,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",
2014,3894,7/14/2014,ABEJERAS-AZPILAGAÑA,10,NO,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",NO
2014,3900,7/14/2014,ITURRAMA,10,NO,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",NO
2014,3976,7/16/2014,MENDILLORRI,WEB,SI,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",
2014,4005,7/16/2014,ERMITAGAÑA-MENDEBALDEA,10,NO,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",NO
2014,4025,7/16/2014,SAN JORGE,WEB,SI,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",
2014,4028,7/17/2014,SAN JUAN,10,SI,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",NO
2014,4061,7/17/2014,ENSANCHE,10,NO,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",NO
2014,4070,7/18/2014,ROCHAPEA,WEB,SI,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",
2014,4071,7/18/2014,ENSANCHE,WEB,SI,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",
2014,4119,7/21/2014,ENSANCHE,10,SI,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",NO
2014,4123,7/21/2014,CHANTREA,10,NO,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",SI
2014,4157,7/21/2014,MENDILLORRI,10,SI,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",NO
2014,4180,7/22/2014,MILAGROSA,WEB,,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",
2014,4186,7/22/2014,ERMITAGAÑA-MENDEBALDEA,10,NO,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",NO
2014,4187,7/22/2014,ENSANCHE,10,NO,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",NO
2014,4197,7/22/2014,BUZTINTXURI,10,NO,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",NO
2014,4218,7/23/2014,ERMITAGAÑA-MENDEBALDEA,10,NO,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",SI
2014,4253,7/23/2014,ITURRAMA,WEB,SI,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",
2014,4289,7/24/2014,ROCHAPEA,10,NO,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",NO
2014,4327,7/28/2014,MILAGROSA,WEB,,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",
2014,4343,7/28/2014,ROCHAPEA,WEB,SI,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",
2014,4346,7/28/2014,ENSANCHE,10,SI,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",NO
2014,4387,7/29/2014,MENDILLORRI,10,NO,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",NO
2014,4409,7/30/2014,MILAGROSA,WEB,,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",
2014,4426,7/31/2014,ROCHAPEA,10,NO,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",NO
2014,4430,7/31/2014,ENSANCHE,10,NO,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",NO
2014,4444,7/31/2014,SAN JUAN,10,NO,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",NO
2014,4534,8/5/2014,ENSANCHE,10,NO,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",NO
2014,4567,8/6/2014,CHANTREA,WEB,SI,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",
2014,4574,8/6/2014,ERMITAGAÑA-MENDEBALDEA,10,NO,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",NO
2014,4577,8/6/2014,SAN JUAN,10,SI,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",NO
2014,4585,8/6/2014,ENSANCHE,10,NO,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",SI
2014,4587,8/6/2014,CHANTREA,10,NO,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",NO
2014,4603,8/7/2014,CASCO ANTIGUO,10,NO,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",NO
2014,4610,8/7/2014,ABEJERAS-AZPILAGAÑA,10,SI,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",NO
2014,4624,8/8/2014,BUZTINTXURI,10,NO,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",NO
2014,4661,8/8/2014,BUZTINTXURI,WEB,SI,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",
2014,4728,8/11/2014,CHANTREA,10,NO,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",NO
2014,4729,8/11/2014,BUZTINTXURI,10,NO,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",NO
2014,4736,8/12/2014,ECHAVACOIZ,10,NO,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",NO
2014,4747,8/12/2014,CHANTREA,10,NO,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",SI
2014,4748,8/12/2014,CHANTREA,10,SI,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",NO
2014,4751,8/12/2014,BUZTINTXURI,10,NO,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",NO
2014,4768,8/13/2014,MENDILLORRI,10,NO,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",NO
2014,4769,8/13/2014,MENDILLORRI,10,NO,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",NO
2014,4774,8/13/2014,CASCO ANTIGUO,10,NO,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",NO
2014,4833,8/18/2014,ERMITAGAÑA-MENDEBALDEA,WEB,SI,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",
2014,4836,8/18/2014,ENSANCHE,10,NO,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",NO
2014,4839,8/18/2014,MILAGROSA,10,NO,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",SI
2014,4849,8/18/2014,ROCHAPEA,10,NO,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",NO
2014,4898,8/20/2014,MENDILLORRI,10,NO,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",NO
2014,4915,8/21/2014,CASCO ANTIGUO,10,NO,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",SI
2014,4922,8/21/2014,ROCHAPEA,10,SI,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",NO
2014,4964,8/22/2014,ENSANCHE,10,NO,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",NO
2014,4974,8/22/2014,MENDILLORRI,10,NO,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",NO
2014,4977,8/22/2014,MILAGROSA,10,NO,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",NO
2014,4995,8/25/2014,SAN JORGE,WEB,SI,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",
2014,5001,8/25/2014,ECHAVACOIZ,10,SI,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",NO
2014,5002,8/25/2014,CHANTREA,10,SI,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",NO
2014,5014,8/25/2014,MENDILLORRI,10,NO,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",SI
2014,5017,8/25/2014,SAN JUAN,10,NO,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",NO
2014,5063,8/27/2014,MENDILLORRI,10,NO,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",NO
2014,5068,8/27/2014,BUZTINTXURI,10,NO,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",NO
2014,5079,8/27/2014,CHANTREA,10,NO,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",NO
2014,5080,8/27/2014,ROCHAPEA,10,SI,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",NO
2014,5088,8/28/2014,ENSANCHE,WEB,SI,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",
2014,5103,8/28/2014,MILAGROSA,WEB,,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",
2014,5152,9/1/2014,CHANTREA,10,SI,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",NO
2014,5183,9/2/2014,MENDILLORRI,10,NO,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",NO
2014,5229,9/3/2014,CHANTREA,WEB,SI,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",
2014,5264,9/3/2014,ROCHAPEA,10,SI,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",NO
2014,5275,9/4/2014,CHANTREA,10,NO,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",NO
2014,5280,9/4/2014,ENSANCHE,10,NO,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",NO
2014,5300,9/4/2014,ROCHAPEA,10,NO,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",SI
2014,5305,9/4/2014,ENSANCHE,10,NO,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",NO
2014,5312,9/4/2014,ECHAVACOIZ,10,NO,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",SI
2014,5332,9/5/2014,ROCHAPEA,10,NO,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",NO
2014,5337,9/5/2014,ENSANCHE,10,NO,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",SI
2014,5348,9/5/2014,ERMITAGAÑA-MENDEBALDEA,10,NO,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",NO
2014,5358,9/5/2014,ENSANCHE,10,SI,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",SI
2014,5380,9/8/2014,ROCHAPEA,10,NO,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",NO
2014,5436,9/9/2014,BUZTINTXURI,WEB,SI,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",
2014,5528,9/11/2014,CASCO ANTIGUO,10,NO,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",NO
2014,5535,9/11/2014,MENDILLORRI,10,NO,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",NO
2014,5569,9/12/2014,SAN JORGE,10,NO,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",NO
2014,5579,9/12/2014,CHANTREA,10,SI,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",NO
2014,5589,9/12/2014,SAN JUAN,10,SI,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",NO
2014,5597,9/13/2014,ITURRAMA,WEB,SI,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",
2014,5606,9/15/2014,ENSANCHE,WEB,SI,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",
2014,5628,9/15/2014,BUZTINTXURI,WEB,SI,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",
2014,5633,9/15/2014,BUZTINTXURI,10,SI,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",NO
2014,5636,9/15/2014,ITURRAMA,WEB,SI,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",
2014,5655,9/16/2014,CASCO ANTIGUO,WEB,SI,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",
2014,5658,9/16/2014,ROCHAPEA,10,NO,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",NO
2014,5668,9/16/2014,ROCHAPEA,10,SI,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",SI
2014,5678,9/16/2014,ROCHAPEA,10,NO,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",SI
2014,5716,9/17/2014,BUZTINTXURI,10,SI,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",NO
2014,5717,9/17/2014,SAN JUAN,10,SI,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",NO
2014,5731,9/17/2014,ENSANCHE,10,NO,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",NO
2014,5764,9/18/2014,CHANTREA,10,NO,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",NO
2014,5767,9/18/2014,CASCO ANTIGUO,10,NO,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",NO
2014,5796,9/19/2014,MENDILLORRI,10,NO,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",SI
2014,5823,9/19/2014,,10,NO,Mantenimiento del espacio público,"Mobiliario urbano, papeleras, bancos, fuentes",SI
