Año Expediente,Nº Expediente,Fecha apertura,Barrio,origen,Solicita resp.,tema ,subtema,Urgencia
2014,161,1/11/2014,ITURRAMA,WEB,,Mantenimiento del espacio público,"Árboles, parques y jardines",
2014,163,1/13/2014,SAN JUAN,10,SI,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,183,1/13/2014,ENSANCHE,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,194,1/14/2014,ITURRAMA,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",SI
2014,201,1/15/2014,MENDILLORRI,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,206,1/15/2014,MILAGROSA,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,216,1/16/2014,ENSANCHE,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,243,1/19/2014,ROCHAPEA,WEB,SI,Mantenimiento del espacio público,"Árboles, parques y jardines",
2014,246,1/20/2014,ROCHAPEA,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,253,1/20/2014,SAN JORGE,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,262,1/21/2014,CHANTREA,10,SI,Mantenimiento del espacio público,"Árboles, parques y jardines",SI
2014,265,1/21/2014,ENSANCHE,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,282,1/21/2014,MENDILLORRI,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,292,1/22/2014,CHANTREA,WEB,SI,Mantenimiento del espacio público,"Árboles, parques y jardines",
2014,294,1/22/2014,SAN JUAN,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,296,1/22/2014,ROCHAPEA,10,SI,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,298,1/22/2014,CHANTREA,10,SI,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,310,1/23/2014,ROCHAPEA,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",SI
2014,317,1/23/2014,ECHAVACOIZ,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,326,1/23/2014,ABEJERAS-AZPILAGAÑA,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,332,1/23/2014,ROCHAPEA,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,346,1/24/2014,CHANTREA,10,SI,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,352,1/24/2014,ITURRAMA,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,364,1/27/2014,CHANTREA,10,SI,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,386,1/28/2014,SAN JORGE,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,402,1/28/2014,ENSANCHE,10,SI,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,404,1/28/2014,MENDILLORRI,10,SI,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,412,1/29/2014,,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",SI
2014,422,1/29/2014,CASCO ANTIGUO,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",SI
2014,423,1/29/2014,SAN JUAN,10,SI,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,428,1/29/2014,ABEJERAS-AZPILAGAÑA,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,429,1/29/2014,ABEJERAS-AZPILAGAÑA,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,434,1/29/2014,CHANTREA,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,443,1/30/2014,ENSANCHE,WEB,SI,Mantenimiento del espacio público,"Árboles, parques y jardines",
2014,451,1/30/2014,ENSANCHE,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,455,1/30/2014,ENSANCHE,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,457,1/30/2014,SAN JUAN,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,478,1/31/2014,MENDILLORRI,WEB,SI,Mantenimiento del espacio público,"Árboles, parques y jardines",
2014,487,1/31/2014,SAN JUAN,10,SI,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,502,2/3/2014,ROCHAPEA,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,509,2/3/2014,MILAGROSA,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,520,2/4/2014,BUZTINTXURI,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,533,2/4/2014,MILAGROSA,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,536,2/4/2014,CHANTREA,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,554,2/5/2014,ERMITAGAÑA-MENDEBALDEA,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,560,2/5/2014,ITURRAMA,10,SI,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,561,2/5/2014,ITURRAMA,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,569,2/5/2014,ECHAVACOIZ,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,576,2/6/2014,ERMITAGAÑA-MENDEBALDEA,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,583,2/6/2014,SAN JUAN,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,585,2/6/2014,ECHAVACOIZ,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,588,2/6/2014,ECHAVACOIZ,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",SI
2014,592,2/6/2014,ECHAVACOIZ,WEB,SI,Mantenimiento del espacio público,"Árboles, parques y jardines",
2014,593,2/6/2014,ENSANCHE,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,600,2/7/2014,ENSANCHE,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,603,2/7/2014,ROCHAPEA,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,604,2/7/2014,ROCHAPEA,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,605,2/7/2014,MILAGROSA,10,SI,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,612,2/7/2014,SAN JUAN,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,613,2/7/2014,MENDILLORRI,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,618,2/7/2014,SAN JUAN,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,620,2/7/2014,MILAGROSA,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,622,2/8/2014,CASCO ANTIGUO,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,624,2/8/2014,CHANTREA,10,SI,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,632,2/10/2014,MENDILLORRI,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,645,2/10/2014,ITURRAMA,10,SI,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,667,2/11/2014,ECHAVACOIZ,10,SI,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,672,2/11/2014,MENDILLORRI,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",SI
2014,688,2/12/2014,ITURRAMA,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,690,2/12/2014,ECHAVACOIZ,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,691,2/12/2014,ECHAVACOIZ,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,705,2/13/2014,CHANTREA,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,717,2/13/2014,SAN JUAN,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,718,2/13/2014,SAN JUAN,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,719,2/13/2014,SAN JUAN,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,721,2/13/2014,ERMITAGAÑA-MENDEBALDEA,10,SI,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,728,2/13/2014,SAN JUAN,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,729,2/13/2014,SAN JUAN,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,735,2/13/2014,ENSANCHE,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,736,2/13/2014,MILAGROSA,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,742,2/14/2014,SAN JUAN,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,743,2/14/2014,CHANTREA,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,745,2/14/2014,MILAGROSA,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,747,2/14/2014,CHANTREA,10,SI,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,750,2/14/2014,CHANTREA,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,757,2/14/2014,SAN JUAN,10,SI,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,763,2/14/2014,ERMITAGAÑA-MENDEBALDEA,10,SI,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,764,2/14/2014,MILAGROSA,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,767,2/14/2014,MILAGROSA,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,772,2/15/2014,ENSANCHE,10,SI,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,773,2/15/2014,BUZTINTXURI,WEB,SI,Mantenimiento del espacio público,"Árboles, parques y jardines",
2014,774,2/15/2014,ERMITAGAÑA-MENDEBALDEA,WEB,SI,Mantenimiento del espacio público,"Árboles, parques y jardines",
2014,775,2/16/2014,CASCO ANTIGUO,WEB,SI,Mantenimiento del espacio público,"Árboles, parques y jardines",
2014,776,2/16/2014,MILAGROSA,WEB,,Mantenimiento del espacio público,"Árboles, parques y jardines",
2014,785,2/17/2014,ERMITAGAÑA-MENDEBALDEA,10,SI,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,787,2/17/2014,ERMITAGAÑA-MENDEBALDEA,WEB,SI,Mantenimiento del espacio público,"Árboles, parques y jardines",
2014,806,2/17/2014,ENSANCHE,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,807,2/17/2014,SAN JUAN,10,SI,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,808,2/17/2014,SAN JUAN,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,819,2/18/2014,CASCO ANTIGUO,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,822,2/18/2014,ITURRAMA,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",SI
2014,825,2/18/2014,SAN JUAN,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,836,2/18/2014,CHANTREA,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,850,2/19/2014,ECHAVACOIZ,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,864,2/19/2014,MILAGROSA,10,SI,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,872,2/20/2014,CHANTREA,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,884,2/20/2014,ERMITAGAÑA-MENDEBALDEA,10,SI,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,895,2/21/2014,CHANTREA,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,896,2/21/2014,ECHAVACOIZ,10,SI,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,898,2/21/2014,ITURRAMA,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,909,2/22/2014,BUZTINTXURI,WEB,SI,Mantenimiento del espacio público,"Árboles, parques y jardines",
2014,915,2/24/2014,SAN JUAN,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,923,2/24/2014,ENSANCHE,WEB,SI,Mantenimiento del espacio público,"Árboles, parques y jardines",
2014,924,2/24/2014,SAN JUAN,WEB,,Mantenimiento del espacio público,"Árboles, parques y jardines",
2014,925,2/24/2014,SAN JUAN,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,930,2/24/2014,ITURRAMA,10,SI,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,942,2/25/2014,,10,SI,Mantenimiento del espacio público,"Árboles, parques y jardines",SI
2014,943,2/25/2014,ECHAVACOIZ,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",SI
2014,944,2/25/2014,MILAGROSA,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,949,2/25/2014,ROCHAPEA,10,SI,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,954,2/25/2014,SAN JUAN,10,SI,Mantenimiento del espacio público,"Árboles, parques y jardines",SI
2014,956,2/25/2014,CHANTREA,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,969,2/25/2014,ITURRAMA,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,975,2/26/2014,,10,SI,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,978,2/26/2014,ECHAVACOIZ,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,987,2/26/2014,MILAGROSA,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,1019,2/28/2014,CHANTREA,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,1022,2/28/2014,SAN JUAN,10,SI,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,1024,2/28/2014,ENSANCHE,WEB,,Mantenimiento del espacio público,"Árboles, parques y jardines",
2014,1032,3/2/2014,MENDILLORRI,WEB,SI,Mantenimiento del espacio público,"Árboles, parques y jardines",
2014,1049,3/3/2014,SAN JUAN,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,1063,3/3/2014,SAN JUAN,10,SI,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,1068,3/4/2014,ROCHAPEA,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,1077,3/4/2014,SAN JUAN,10,SI,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,1084,3/4/2014,MENDILLORRI,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",SI
2014,1089,3/4/2014,ENSANCHE,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,1098,3/5/2014,ROCHAPEA,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,1104,3/5/2014,SAN JORGE,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,1111,3/5/2014,SAN JUAN,WEB,SI,Mantenimiento del espacio público,"Árboles, parques y jardines",
2014,1121,3/6/2014,SAN JUAN,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",SI
2014,1124,3/6/2014,,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,1126,3/6/2014,ERMITAGAÑA-MENDEBALDEA,10,SI,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,1127,3/6/2014,CASCO ANTIGUO,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,1138,3/6/2014,SAN JUAN,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,1143,3/7/2014,ERMITAGAÑA-MENDEBALDEA,10,SI,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,1165,3/10/2014,CASCO ANTIGUO,10,SI,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,1168,3/10/2014,CHANTREA,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,1179,3/10/2014,ERMITAGAÑA-MENDEBALDEA,10,SI,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,1181,3/10/2014,SAN JUAN,10,SI,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,1193,3/10/2014,SAN JORGE,WEB,SI,Mantenimiento del espacio público,"Árboles, parques y jardines",
2014,1196,3/10/2014,ENSANCHE,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,1218,3/11/2014,ENSANCHE,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,1222,3/11/2014,ITURRAMA,10,SI,Mantenimiento del espacio público,"Árboles, parques y jardines",SI
2014,1223,3/11/2014,ROCHAPEA,10,SI,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,1224,3/11/2014,ROCHAPEA,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,1229,3/11/2014,ENSANCHE,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,1235,3/12/2014,ERMITAGAÑA-MENDEBALDEA,10,SI,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,1238,3/12/2014,SAN JUAN,10,SI,Mantenimiento del espacio público,"Árboles, parques y jardines",SI
2014,1255,3/12/2014,ITURRAMA,10,SI,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,1262,3/12/2014,MILAGROSA,10,SI,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,1267,3/12/2014,ABEJERAS-AZPILAGAÑA,10,SI,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,1268,3/12/2014,ENSANCHE,10,SI,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,1269,3/12/2014,MILAGROSA,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,1286,3/12/2014,ECHAVACOIZ,WEB,SI,Mantenimiento del espacio público,"Árboles, parques y jardines",
2014,1305,3/13/2014,ENSANCHE,10,SI,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,1308,3/13/2014,MILAGROSA,WEB,SI,Mantenimiento del espacio público,"Árboles, parques y jardines",
2014,1319,3/14/2014,CHANTREA,10,SI,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,1323,3/14/2014,ERMITAGAÑA-MENDEBALDEA,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,1334,3/14/2014,ENSANCHE,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,1346,3/15/2014,ENSANCHE,WEB,,Mantenimiento del espacio público,"Árboles, parques y jardines",
2014,1353,3/17/2014,CHANTREA,WEB,SI,Mantenimiento del espacio público,"Árboles, parques y jardines",
2014,1363,3/17/2014,MENDILLORRI,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,1380,3/17/2014,MENDILLORRI,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,1387,3/17/2014,ITURRAMA,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,1390,3/18/2014,ERMITAGAÑA-MENDEBALDEA,10,SI,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,1394,3/18/2014,CHANTREA,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,1430,3/20/2014,SAN JUAN,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,1438,3/20/2014,SAN JUAN,10,SI,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,1440,3/20/2014,MENDILLORRI,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,1441,3/20/2014,MENDILLORRI,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,1460,3/21/2014,,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,1461,3/21/2014,ERMITAGAÑA-MENDEBALDEA,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,1474,3/21/2014,ENSANCHE,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,1480,3/22/2014,,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,1482,3/23/2014,ITURRAMA,WEB,,Mantenimiento del espacio público,"Árboles, parques y jardines",
2014,1484,3/23/2014,ROCHAPEA,WEB,SI,Mantenimiento del espacio público,"Árboles, parques y jardines",
2014,1490,3/24/2014,ERMITAGAÑA-MENDEBALDEA,10,SI,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,1494,3/24/2014,ROCHAPEA,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,1509,3/24/2014,SAN JORGE,10,SI,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,1514,3/25/2014,CHANTREA,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,1517,3/25/2014,MENDILLORRI,10,SI,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,1536,3/26/2014,CHANTREA,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,1572,3/27/2014,SAN JUAN,10,SI,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,1593,3/28/2014,ITURRAMA,10,SI,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,1601,3/28/2014,MILAGROSA,10,SI,Mantenimiento del espacio público,"Árboles, parques y jardines",SI
2014,1612,3/31/2014,CHANTREA,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,1620,3/31/2014,ENSANCHE,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,1640,4/1/2014,ITURRAMA,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,1644,4/1/2014,CHANTREA,10,SI,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,1664,4/1/2014,ITURRAMA,10,SI,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,1668,4/1/2014,ITURRAMA,10,SI,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,1669,4/1/2014,ITURRAMA,10,SI,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,1677,4/1/2014,CHANTREA,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,1678,4/2/2014,ITURRAMA,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,1697,4/2/2014,ERMITAGAÑA-MENDEBALDEA,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,1706,4/3/2014,MILAGROSA,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",SI
2014,1707,4/3/2014,ERMITAGAÑA-MENDEBALDEA,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,1710,4/3/2014,ITURRAMA,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,1730,4/4/2014,ITURRAMA,10,SI,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,1749,4/4/2014,ABEJERAS-AZPILAGAÑA,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,1755,4/4/2014,ECHAVACOIZ,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,1757,4/5/2014,ITURRAMA,WEB,,Mantenimiento del espacio público,"Árboles, parques y jardines",
2014,1759,4/5/2014,CHANTREA,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,1764,4/5/2014,CHANTREA,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,1771,4/7/2014,ITURRAMA,10,SI,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,1796,4/7/2014,SAN JORGE,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,1798,4/7/2014,ROCHAPEA,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,1808,4/7/2014,MILAGROSA,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,1817,4/8/2014,ECHAVACOIZ,WEB,SI,Mantenimiento del espacio público,"Árboles, parques y jardines",
2014,1829,4/8/2014,ITURRAMA,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,1830,4/8/2014,ITURRAMA,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,1840,4/8/2014,ITURRAMA,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,1850,4/8/2014,SAN JORGE,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,1864,4/9/2014,,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,1870,4/9/2014,ERMITAGAÑA-MENDEBALDEA,10,SI,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,1879,4/9/2014,SAN JUAN,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",SI
2014,1880,4/9/2014,ROCHAPEA,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",SI
2014,1884,4/9/2014,ERMITAGAÑA-MENDEBALDEA,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,1890,4/9/2014,MILAGROSA,WEB,SI,Mantenimiento del espacio público,"Árboles, parques y jardines",
2014,1898,4/10/2014,ECHAVACOIZ,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,1926,4/10/2014,SAN JUAN,10,SI,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,1940,4/11/2014,MENDILLORRI,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,1946,4/11/2014,MILAGROSA,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,1957,4/11/2014,MENDILLORRI,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,1959,4/11/2014,SAN JUAN,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,1966,4/12/2014,ROCHAPEA,WEB,SI,Mantenimiento del espacio público,"Árboles, parques y jardines",
2014,1968,4/13/2014,ROCHAPEA,WEB,SI,Mantenimiento del espacio público,"Árboles, parques y jardines",
2014,1971,4/14/2014,SAN JUAN,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",SI
2014,1973,4/14/2014,ENSANCHE,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,1986,4/14/2014,ROCHAPEA,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,1987,4/14/2014,MILAGROSA,10,SI,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,1990,4/14/2014,MILAGROSA,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,2006,4/15/2014,ROCHAPEA,10,SI,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,2010,4/15/2014,SAN JUAN,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,2026,4/16/2014,CHANTREA,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,2029,4/16/2014,SAN JUAN,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,2030,4/16/2014,ERMITAGAÑA-MENDEBALDEA,10,SI,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,2031,4/16/2014,ITURRAMA,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
2014,2046,4/16/2014,ENSANCHE,10,NO,Mantenimiento del espacio público,"Árboles, parques y jardines",NO
